P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_39_063.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_39_063.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_39_063.jpg,0,1,0,30.19028
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_39_141.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_39_141.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_39_141.jpg,0,1,0,30.1903
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_39_222.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_39_222.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_39_222.jpg,0,1,0,30.1903
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_39_303.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_39_303.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_39_303.jpg,0,1,0,30.19031
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_39_389.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_39_389.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_39_389.jpg,0,1,0,30.19049
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_39_470.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_39_470.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_39_470.jpg,0,1,0,30.19029
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_39_550.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_39_550.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_39_550.jpg,0,1,0,30.19043
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_39_625.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_39_625.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_39_625.jpg,0,1,0,30.19034
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_39_703.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_39_703.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_39_703.jpg,-0.1,1,0,30.18768
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_39_782.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_39_782.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_39_782.jpg,0,1,0,30.18595
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_39_856.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_39_856.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_39_856.jpg,0,1,0,30.18998
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_39_937.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_39_937.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_39_937.jpg,0,1,0,30.19024
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_40_022.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_40_022.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_40_022.jpg,0,1,0,30.1903
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_40_108.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_40_108.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_40_108.jpg,0,1,0,30.19028
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_40_187.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_40_187.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_40_187.jpg,0,1,0,30.19031
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_40_259.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_40_259.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_40_259.jpg,0,1,0,30.1903
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_40_334.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_40_334.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_40_334.jpg,0,1,0,30.19027
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_40_413.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_40_413.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_40_413.jpg,0,1,0,30.1903
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_40_499.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_40_499.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_40_499.jpg,-0.15,1,0,30.18423
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_40_576.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_40_576.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_40_576.jpg,0,1,0,30.18453
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_40_653.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_40_653.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_40_653.jpg,0,1,0,30.18978
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_40_735.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_40_735.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_40_735.jpg,0,1,0,30.19019
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_40_812.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_40_812.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_40_812.jpg,0,1,0,30.19028
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_40_884.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_40_884.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_40_884.jpg,0,1,0,30.19029
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_40_964.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_40_964.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_40_964.jpg,0,1,0,30.19031
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_41_051.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_41_051.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_41_051.jpg,0,1,0,30.19029
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_41_127.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_41_127.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_41_127.jpg,-0.1,1,0,30.18772
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_41_205.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_41_205.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_41_205.jpg,-0.3,1,0,30.1693
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_41_279.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_41_279.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_41_279.jpg,0,1,0,30.1891
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_41_357.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_41_357.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_41_357.jpg,0,1,0,30.18963
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_41_433.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_41_433.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_41_433.jpg,0,1,0,30.19016
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_41_506.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_41_506.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_41_506.jpg,0,1,0,30.19027
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_41_577.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_41_577.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_41_577.jpg,0,1,0,30.19029
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_41_651.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_41_651.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_41_651.jpg,0,1,0,30.19036
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_41_725.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_41_725.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_41_725.jpg,0,1,0,30.1903
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_41_799.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_41_799.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_41_799.jpg,0,1,0,30.1903
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_41_873.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_41_873.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_41_873.jpg,-0.15,1,0,30.18427
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_41_945.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_41_945.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_41_945.jpg,-0.3,1,0,30.16926
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_42_023.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_42_023.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_42_023.jpg,0,1,0,30.18911
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_42_101.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_42_101.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_42_101.jpg,0,1,0,30.18966
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_42_179.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_42_179.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_42_179.jpg,0,1,0,30.19014
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_42_248.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_42_248.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_42_248.jpg,0,1,0,30.19029
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_42_320.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_42_320.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_42_320.jpg,0,1,0,30.1903
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_42_395.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_42_395.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_42_395.jpg,0,1,0,30.19029
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_42_465.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_42_465.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_42_465.jpg,0,1,0,30.19029
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_42_542.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_42_542.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_42_542.jpg,0,1,0,30.19029
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_42_614.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_42_614.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_42_614.jpg,0,1,0,30.1903
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_42_686.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_42_686.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_42_686.jpg,0,1,0,30.19031
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_42_760.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_42_760.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_42_760.jpg,0,1,0,30.1903
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_42_833.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_42_833.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_42_833.jpg,0,1,0,30.19036
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_42_908.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_42_908.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_42_908.jpg,0,1,0,30.19031
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_42_977.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_42_977.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_42_977.jpg,0,1,0,30.19029
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_43_054.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_43_054.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_43_054.jpg,0,1,0,30.19037
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_43_132.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_43_132.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_43_132.jpg,0,1,0,30.19031
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_43_213.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_43_213.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_43_213.jpg,0,1,0,30.19031
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_43_290.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_43_290.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_43_290.jpg,0,1,0,30.1903
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_43_366.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_43_366.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_43_366.jpg,0,1,0,30.19032
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_43_441.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_43_441.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_43_441.jpg,-0.1,1,0,30.18767
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_43_515.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_43_515.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_43_515.jpg,0,1,0,30.18591
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_43_583.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_43_583.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_43_583.jpg,0,1,0,30.19015
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_43_669.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_43_669.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_43_669.jpg,0,1,0,30.19025
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_43_736.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_43_736.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_43_736.jpg,0,1,0,30.19029
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_43_805.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_43_805.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_43_805.jpg,0,1,0,30.19029
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_43_873.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_43_873.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_43_873.jpg,0,1,0,30.19029
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_43_941.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_43_941.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_43_941.jpg,0,1,0,30.19029
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_44_010.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_44_010.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_44_010.jpg,-0.15,1,0,30.18432
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_44_080.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_44_080.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_44_080.jpg,-0.3,1,0,30.16934
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_44_151.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_44_151.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_44_151.jpg,0,1,0,30.18822
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_44_222.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_44_222.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_44_222.jpg,0,1,0,30.18987
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_44_290.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_44_290.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_44_290.jpg,0,1,0,30.1902
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_44_365.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_44_365.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_44_365.jpg,0,1,0,30.19028
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_44_438.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_44_438.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_44_438.jpg,0,1,0,30.19031
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_44_514.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_44_514.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_44_514.jpg,0,1,0,30.19029
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_44_588.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_44_588.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_44_588.jpg,0,1,0,30.19031
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_44_672.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_44_672.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_44_672.jpg,0,1,0,30.19029
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_44_755.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_44_755.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_44_755.jpg,0,1,0,30.1903
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_44_839.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_44_839.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_44_839.jpg,0,1,0,30.19029
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_44_916.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_44_916.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_44_916.jpg,0,1,0,30.19029
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_44_991.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_44_991.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_44_991.jpg,0,1,0,30.1903
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_45_073.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_45_073.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_45_073.jpg,0,1,0,30.1903
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_45_147.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_45_147.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_45_147.jpg,0,1,0,30.19031
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_45_226.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_45_226.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_45_226.jpg,0,1,0,30.19029
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_45_298.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_45_298.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_45_298.jpg,0,1,0,30.19031
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_45_379.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_45_379.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_45_379.jpg,0,1,0,30.19029
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_45_452.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_45_452.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_45_452.jpg,0,1,0,30.19032
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_45_527.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_45_527.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_45_527.jpg,-0.15,1,0,30.18422
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_45_602.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_45_602.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_45_602.jpg,0,1,0,30.18595
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_45_682.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_45_682.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_45_682.jpg,0,1,0,30.18999
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_45_752.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_45_752.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_45_752.jpg,0,1,0,30.19023
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_45_820.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_45_820.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_45_820.jpg,0,1,0,30.19027
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_45_908.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_45_908.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_45_908.jpg,0,1,0,30.1903
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_45_980.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_45_980.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_45_980.jpg,0,1,0,30.19029
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_46_052.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_46_052.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_46_052.jpg,0,1,0,30.1903
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_46_128.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_46_128.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_46_128.jpg,0,1,0,30.1903
P:\Self Driving\NewData\IMG\center_2020_03_15_10_14_46_207.jpg,P:\Self Driving\NewData\IMG\left_2020_03_15_10_14_46_207.jpg,P:\Self Driving\NewData\IMG\right_2020_03_15_10_14_46_207.jpg,0,1,0,30.1903
